tt0167261,"The Lord of the Rings: The Two Towers",8.7,179,2002,"Adventure,Drama,Fantasy"
tt0167260,"The Lord of the Rings: The Return of the King",8.9,201,2003,"Adventure,Drama,Fantasy"
tt0253474,"The Pianist",8.5,150,2002,"Biography,Drama,Music,War"
tt0266697,"Kill Bill: Vol. 1",8.1,111,2003,"Action,Crime,Thriller"
tt0378194,"Kill Bill: Vol. 2",8,137,2004,"Action,Crime,Thriller"
tt0443453,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",7.3,84,2006,"Comedy"
tt0457430,"El laberinto del fauno",8.2,118,2006,"Drama,Fantasy,War"
tt0472043,"Apocalypto",7.8,139,2006,"Action,Adventure,Drama,Thriller"
tt0407887,"The Departed",8.5,151,2006,"Crime,Drama,Thriller"
tt0449059,"Little Miss Sunshine",7.8,101,2006,"Comedy,Drama"
tt0477348,"No Country for Old Men",8.1,122,2007,"Crime,Drama,Thriller"
tt0468569,"The Dark Knight",9,152,2008,"Action,Crime,Drama,Thriller"
tt1010048,"Slumdog Millionaire",8,120,2008,"Drama,Romance"
tt1119646,"The Hangover",7.7,100,2009,"Comedy"
tt1411697,"The Hangover Part II",6.5,102,2011,"Comedy,Mystery"
tt1231583,"Due Date",6.6,95,2010,"Comedy,Drama"
tt0499549,"Avatar",7.8,162,2009,"Action,Adventure,Fantasy,Sci-Fi"
tt1136608,"District 9",7.9,112,2009,"Sci-Fi,Thriller"
tt0361748,"Inglourious Basterds",8.3,153,2009,"Adventure,Drama,War"
tt0947798,"Black Swan",8,108,2010,"Drama,Thriller"
tt1285016,"The Social Network",7.7,120,2010,"Biography,Drama"
tt1375666,"Inception",8.8,148,2010,"Action,Adventure,Sci-Fi,Thriller"
tt1504320,"The King's Speech",8,118,2010,"Biography,Drama,History"
tt1655442,"The Artist",7.9,100,2011,"Comedy,Drama,Romance"
tt0970179,"Hugo",7.5,126,2011,"Adventure,Drama,Family,Fantasy,Mystery,Romance"
tt1033575,"The Descendants",7.3,115,2011,"Comedy,Drama"
tt1454029,"The Help",8.1,146,2011,"Drama"
tt1586752,"Machine Gun Preacher",6.8,129,2011,"Action,Biography,Crime,Drama"
tt1410063,"Jin ling shi san chai",7.6,146,2011,"Drama,History,Romance,War"
tt0119654,"Men in Black",7.3,98,1997,"Adventure,Comedy,Mystery,Sci-Fi"
tt0120912,"Men in Black II",6.1,88,2002,"Action,Adventure,Comedy,Mystery,Sci-Fi"
tt1068680,"Yes Man",6.8,104,2008,"Comedy,Romance"
tt0352248,"Cinderella Man",8,144,2005,"Biography,Drama,Sport"
tt0120669,"Fear and Loathing in Las Vegas",7.7,118,1998,"Adventure,Comedy,Drama"
tt0408236,"Sweeney Todd: The Demon Barber of Fleet Street",7.4,116,2007,"Drama,Horror,Musical,Thriller"
tt0376136,"The Rum Diary",6.2,119,2011,"Comedy,Drama"
tt1014759,"Alice in Wonderland",6.5,108,2010,"Adventure,Family,Fantasy"
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl",8,143,2003,"Action,Adventure,Fantasy"
tt0383574,"Pirates of the Caribbean: Dead Man's Chest",7.3,151,2006,"Action,Adventure,Fantasy"
tt0449088,"Pirates of the Caribbean: At World's End",7.1,169,2007,"Action,Adventure,Fantasy"
tt1298650,"Pirates of the Caribbean: On Stranger Tides",6.6,136,2011,"Action,Adventure,Fantasy"
tt1192628,"Rango",7.2,107,2011,"Animation,Adventure,Comedy,Family,Western"
tt0198781,"Monsters, Inc.",8.1,92,2001,"Animation,Adventure,Comedy,Family,Fantasy"
tt1054606,"The Imaginarium of Doctor Parnassus",6.8,123,2009,"Adventure,Fantasy,Mystery"
tt0121164,"Corpse Bride",7.4,77,2005,"Animation,Drama,Family,Fantasy,Musical,Romance"
tt0285823,"Once Upon a Time in Mexico",6.4,102,2003,"Action,Thriller"
tt0221027,"Blow",7.6,124,2001,"Biography,Crime,Drama"
tt0142688,"The Ninth Gate",6.7,133,1999,"Mystery,Thriller"
tt0106307,"Arizona Dream",7.4,142,1993,"Comedy,Drama,Fantasy,Romance"
tt0367594,"Charlie and the Chocolate Factory",6.7,115,2005,"Adventure,Comedy,Family,Fantasy"
tt1521197,"Anonymous",6.9,130,2011,"Drama,Thriller"
tt0257360,"About Schmidt",7.2,125,2002,"Comedy,Drama"
tt1023114,"The Way Back",7.3,133,2010,"Adventure,Drama,History"
tt0343737,"The Good Shepherd",6.7,167,2006,"Drama,History,Thriller"
tt1268204,"Waste Land",7.9,99,2010,"Documentary"
tt0385752,"The Golden Compass",6.1,113,2007,"Adventure,Family,Fantasy"
tt0473444,"Man cheng jin dai huang jin jia",7,111,2006,"Action,Drama,Romance"
tt1220719,"Yip Man",8,106,2008,"Action,Biography,Drama,Sport"
tt1591095,"Insidious",6.8,103,2010,"Horror,Mystery,Thriller"
tt1596365,"The Woman in Black",6.4,95,2012,"Drama,Fantasy,Horror,Thriller"
tt1680019,"Tilt",7.6,94,2010,"Drama,Romance"
tt1206488,"La teta asustada",6.7,95,2009,"Drama,Music"
tt0357111,"RRRrrrr!!!",5.8,94,2004,"Comedy,Crime,Sci-Fi"
tt0268380,"Ice Age",7.5,81,2002,"Animation,Adventure,Comedy,Family,Fantasy"
tt0438097,"Ice Age: The Meltdown",6.8,91,2006,"Animation,Adventure,Comedy,Family,Fantasy"
tt1080016,"Ice Age: Dawn of the Dinosaurs",7,94,2009,"Animation,Action,Adventure,Comedy,Family"
tt0317219,"Cars",7.1,117,2006,"Animation,Comedy,Family,Sport"
tt0366548,"Happy Feet",6.5,108,2006,"Animation,Adventure,Comedy,Family,Music,Musical,Romance"
tt0910970,"WALL·E",8.4,98,2008,"Animation,Adventure,Family,Sci-Fi"
tt0441773,"Kung Fu Panda",7.6,92,2008,"Animation,Action,Adventure,Comedy,Family,Thriller"
tt1512685,"Los ojos de Julia",6.7,118,2010,"Horror,Mystery,Thriller"
tt0167190,"Hellboy",6.9,122,2004,"Action,Fantasy,Horror,Sci-Fi"
tt0411477,"Hellboy II: The Golden Army",7,120,2008,"Action,Adventure,Fantasy,Horror,Sci-Fi"
tt0256009,"El espinazo del diablo",7.5,106,2001,"Drama,Horror"
tt1164999,"Biutiful",7.5,148,2010,"Drama,Romance"
tt0448694,"Puss in Boots",6.7,90,2011,"Animation,Action,Adventure,Comedy,Family,Fantasy"
tt1001526,"Megamind",7.3,95,2010,"Animation,Action,Comedy,Family,Sci-Fi"
tt0285742,"Monster's Ball",7.1,111,2001,"Drama,Romance"
tt0120689,"The Green Mile",8.5,189,1999,"Crime,Drama,Fantasy,Mystery"
tt0118799,"La vita è bella",8.6,116,1997,"Comedy,Drama,War"
tt1189073,"La piel que habito",7.6,120,2011,"Drama,Thriller"
tt2084098,"Xing kong",6.9,99,2011,"Drama"
tt0268978,"A Beautiful Mind",8.2,135,2001,"Biography,Drama"
tt0139654,"Training Day",7.7,122,2001,"Crime,Drama,Thriller"
tt0277027,"I Am Sam",7.6,132,2001,"Drama"
tt0480249,"I Am Legend",7.2,101,2007,"Drama,Horror,Sci-Fi,Thriller"
tt0248667,"Ali",6.8,157,2001,"Biography,Drama,Sport"
tt0350258,"Ray",7.7,152,2004,"Biography,Drama,Music"
tt0283509,"No Man's Land",8,98,2001,"Drama,War"
tt0211915,"Le fabuleux destin d'Amélie Poulain",8.3,122,2001,"Comedy,Romance"
tt0217505,"Gangs of New York",7.5,167,2002,"Crime,Drama"
tt0299658,"Chicago",7.2,113,2002,"Comedy,Crime,Musical"
tt0268126,"Adaptation.",7.7,114,2002,"Comedy,Drama"
tt0245574,"Y tu mamá también",7.7,106,2001,"Adventure,Comedy,Drama"
tt0287467,"Hable con ella",8,112,2002,"Drama,Mystery,Romance"
tt0120746,"The Mask of Zorro",6.7,136,1998,"Action,Adventure,Comedy,Romance,Thriller,Western"
tt0985694,"Machete",6.6,105,2010,"Action,Crime,Thriller"
tt0338751,"The Aviator",7.5,170,2004,"Biography,Drama,History"
tt0405159,"Million Dollar Baby",8.1,132,2004,"Drama,Sport"
tt0308644,"Finding Neverland",7.7,106,2004,"Biography,Drama,Family"
tt0381849,"3:10 to Yuma",7.7,122,2007,"Action,Adventure,Crime,Drama,Western"
tt0375063,"Sideways",7.5,127,2004,"Comedy,Drama,Romance"
tt0311113,"Master and Commander: The Far Side of the World",7.4,138,2003,"Action,Adventure,Drama,History,War"
tt0395169,"Hotel Rwanda",8.1,121,2004,"Biography,Drama,History,War"
tt0338013,"Eternal Sunshine of the Spotless Mind",8.3,108,2004,"Drama,Romance,Sci-Fi"
tt0335345,"The Passion of the Christ",7.2,127,2004,"Drama"
tt0317705,"The Incredibles",8,115,2004,"Animation,Action,Adventure,Family"
tt0126029,"Shrek",7.9,90,2001,"Animation,Adventure,Comedy,Family,Fantasy"
tt0298148,"Shrek 2",7.2,93,2004,"Animation,Adventure,Comedy,Family,Fantasy,Romance"
tt0413267,"Shrek the Third",6,93,2007,"Animation,Adventure,Comedy,Family,Fantasy"
tt0892791,"Shrek Forever After",6.3,93,2010,"Animation,Adventure,Comedy,Family,Fantasy,Romance"
tt0343121,"Tupac: Resurrection",8,112,2003,"Documentary,Biography,Music"
tt0298203,"8 Mile",7.1,110,2002,"Drama,Music"
tt0472198,"Notorious",6.7,122,2009,"Biography,Crime,Drama,Music"
tt0369702,"Mar adentro",8,125,2004,"Biography,Drama,Romance"
tt0408306,"Munich",7.6,164,2005,"Drama,History,Thriller"
tt0410097,"Hustle & Flow",7.4,116,2005,"Crime,Drama,Music"
tt0379725,"Capote",7.4,114,2005,"Biography,Crime,Drama,History"
tt0375679,"Crash",7.8,112,2004,"Crime,Drama,Thriller"
tt0120586,"American History X",8.5,119,1998,"Crime,Drama"
tt0365737,"Syriana",6.9,128,2005,"Drama,Thriller"
tt0449467,"Babel",7.5,143,2006,"Drama"
tt0498380,"Letters from Iwo Jima",7.9,141,2006,"Drama,History,War"
tt0455590,"The Last King of Scotland",7.7,123,2006,"Biography,Drama,History,Thriller"
tt0450259,"Blood Diamond",8,143,2006,"Adventure,Drama,Thriller"
tt0454921,"The Pursuit of Happyness",8,117,2006,"Biography,Drama"
tt0814314,"Seven Pounds",7.6,123,2008,"Drama,Romance"
tt0405094,"Das Leben der Anderen",8.4,137,2006,"Drama,Thriller"
tt0206634,"Children of Men",7.9,109,2006,"Drama,Sci-Fi,Thriller"
tt0421715,"The Curious Case of Benjamin Button",7.8,166,2008,"Drama,Fantasy,Romance"
tt0478304,"The Tree of Life",6.8,139,2011,"Drama,Fantasy"
tt0103855,"The Bodyguard",6.2,129,1992,"Action,Drama,Music,Romance"
tt0453467,"Deja Vu",7.1,126,2006,"Action,Crime,Horror,Sci-Fi,Thriller"
tt0446013,"Pathfinder",5.4,99,2007,"Action,Adventure,Drama,Thriller"
tt0120657,"The 13th Warrior",6.6,102,1999,"Action,Adventure,History"
tt0262690,"Pismo do Amerika",7.5,90,2000,"Drama"
tt0477302,"Extremely Loud & Incredibly Close",6.9,129,2011,"Adventure,Drama,Mystery"
tt0101414,"Beauty and the Beast",8,84,1991,"Animation,Family,Fantasy,Musical,Romance"
tt0293662,"The Transporter",6.8,92,2002,"Action,Crime,Thriller"
tt0110413,"Léon",8.6,110,1994,"Crime,Drama,Thriller"
tt0978762,"Mary and Max",8.1,92,2009,"Animation,Comedy,Drama"
tt1242460,"We Need to Talk About Kevin",7.5,112,2011,"Drama,Mystery,Thriller"
tt0420251,"Saam gaang yi",7,118,2004,"Horror"
tt1616195,"J. Edgar",6.6,137,2011,"Biography,Crime,Drama,History,Romance"
tt1130884,"Shutter Island",8.1,138,2010,"Mystery,Thriller"
tt0829482,"Superbad",7.6,113,2007,"Comedy"
tt0800039,"Forgetting Sarah Marshall",7.2,111,2008,"Comedy,Drama,Romance"
tt1323594,"Despicable Me",7.7,95,2010,"Animation,Adventure,Comedy,Family,Fantasy"
tt1049413,"Up",8.3,96,2009,"Animation,Adventure,Comedy,Family"
tt0146838,"Any Given Sunday",6.9,162,1999,"Drama,Sport"
tt0790686,"Mirrors",6.2,110,2008,"Horror,Mystery"
tt0983193,"The Adventures of Tintin",7.4,107,2011,"Animation,Action,Adventure,Family,Mystery"
tt0399295,"Lord of War",7.6,122,2005,"Crime,Drama,Thriller"
tt0448011,"Knowing",6.2,121,2009,"Drama,Mystery,Sci-Fi,Thriller"
tt0368891,"National Treasure",6.9,131,2004,"Action,Adventure,Family,Mystery,Thriller"
tt0462322,"Grindhouse",7.6,191,2007,"Action,Horror,Thriller"
tt1028528,"Death Proof",7.1,113,2007,"Action,Thriller"
tt1077258,"Planet Terror",7.1,105,2007,"Action,Comedy,Horror,Thriller"
tt0134273,"8MM",6.5,123,1999,"Mystery,Thriller"
tt0241527,"Harry Potter and the Sorcerer's Stone",7.6,152,2001,"Adventure,Family,Fantasy"
tt0295297,"Harry Potter and the Chamber of Secrets",7.4,161,2002,"Adventure,Family,Fantasy,Mystery"
tt0304141,"Harry Potter and the Prisoner of Azkaban",7.9,142,2004,"Adventure,Family,Fantasy,Mystery"
tt0330373,"Harry Potter and the Goblet of Fire",7.7,157,2005,"Adventure,Family,Fantasy,Mystery"
tt0373889,"Harry Potter and the Order of the Phoenix",7.5,138,2007,"Adventure,Family,Fantasy,Mystery"
tt0417741,"Harry Potter and the Half-Blood Prince",7.6,153,2009,"Adventure,Family,Fantasy,Mystery"
tt0926084,"Harry Potter and the Deathly Hallows: Part 1",7.7,146,2010,"Adventure,Family,Fantasy,Mystery"
tt1201607,"Harry Potter and the Deathly Hallows: Part 2",8.1,130,2011,"Adventure,Drama,Fantasy,Mystery"
tt0144084,"American Psycho",7.6,102,2000,"Crime,Drama"
tt0482571,"The Prestige",8.5,130,2006,"Drama,Mystery,Sci-Fi,Thriller"
tt0372784,"Batman Begins",8.3,140,2005,"Action,Adventure"
tt0964517,"The Fighter",7.8,116,2010,"Biography,Drama,Sport"
tt0361862,"The Machinist",7.7,101,2004,"Drama,Thriller"
tt0238380,"Equilibrium",7.5,107,2002,"Action,Drama,Sci-Fi,Thriller"
tt0804497,"It's Kind of a Funny Story",7.1,101,2010,"Comedy,Drama,Romance"
tt0386117,"Where the Wild Things Are",6.8,101,2009,"Adventure,Drama,Family,Fantasy"
tt1426361,"Iztochni piesi",7.3,83,2009,"Drama"
tt1178197,"Svetat e golyam i spasenie debne otvsyakade",8.1,105,2008,"Drama"
tt0114746,"Twelve Monkeys",8,129,1995,"Mystery,Sci-Fi,Thriller"
tt0780536,"In Bruges",7.9,107,2008,"Comedy,Crime,Drama,Thriller"
tt0988045,"Sherlock Holmes",7.6,128,2009,"Action,Adventure,Crime,Mystery,Thriller"
tt0382932,"Ratatouille",8,111,2007,"Animation,Adventure,Comedy,Drama,Family,Fantasy"
tt0892769,"How to Train Your Dragon",8.1,98,2010,"Animation,Action,Adventure,Comedy,Family,Fantasy"
tt1125849,"The Wrestler",7.9,109,2008,"Drama,Sport"
tt1210166,"Moneyball",7.6,133,2011,"Biography,Drama,Sport"
tt0443680,"The Assassination of Jesse James by the Coward Robert Ford",7.5,160,2007,"Biography,Crime,Drama,History,Western"
tt0240772,"Ocean's Eleven",7.8,116,2001,"Crime,Thriller"
tt0208092,"Snatch",8.3,104,2000,"Comedy,Crime"
tt0120102,"Seven Years in Tibet",7,136,1997,"Adventure,Biography,Drama,History,War"
tt0117665,"Sleepers",7.6,147,1996,"Crime,Drama,Thriller"
tt0110322,"Legends of the Fall",7.5,133,1994,"Drama,Romance,War,Western"
tt0960144,"You Don't Mess with the Zohan",5.5,113,2008,"Comedy"
tt0142342,"Big Daddy",6.4,93,1999,"Comedy,Drama"
tt0389860,"Click",6.4,107,2006,"Comedy,Drama,Fantasy,Romance"
tt0274166,"Johnny English",6.2,88,2003,"Action,Adventure,Comedy"
tt0481369,"The Number 23",6.4,98,2007,"Crime,Drama,Horror,Mystery,Thriller"
tt0120382,"The Truman Show",8.1,103,1998,"Comedy,Drama,Sci-Fi"
tt0109040,"Ace Ventura: Pet Detective",6.9,86,1994,"Comedy"
tt0451079,"Horton Hears a Who!",6.8,86,2008,"Animation,Adventure,Comedy,Family,Fantasy"
tt0339291,"A Series of Unfortunate Events",6.8,108,2004,"Adventure,Comedy,Family,Fantasy"
tt0183505,"Me, Myself & Irene",6.6,116,2000,"Comedy"
tt0170016,"How the Grinch Stole Christmas",6.1,104,2000,"Comedy,Family,Fantasy"
tt0418279,"Transformers",7.1,144,2007,"Action,Adventure,Sci-Fi"
tt0117060,"Mission: Impossible",7.1,110,1996,"Action,Adventure,Thriller"
tt0120755,"Mission: Impossible II",6.1,123,2000,"Action,Adventure,Thriller"
tt0448134,"Sunshine",7.3,107,2007,"Adventure,Sci-Fi,Thriller"
tt0942385,"Tropic Thunder",7,107,2008,"Action,Comedy"
tt0290002,"Meet the Fockers",6.3,115,2004,"Comedy,Romance"
tt0443706,"Zodiac",7.7,157,2007,"Crime,Drama,History,Mystery,Thriller"
tt0320691,"Underworld",7,121,2003,"Action,Fantasy,Thriller"
tt0401855,"Underworld: Evolution",6.7,106,2006,"Action,Adventure,Fantasy,Sci-Fi,Thriller"
tt0834001,"Underworld: Rise of the Lycans",6.6,92,2009,"Action,Adventure,Fantasy,Sci-Fi,Thriller"
tt1022603,"(500) Days of Summer",7.7,95,2009,"Comedy,Drama,Romance"
tt0450385,"1408",6.8,104,2007,"Drama,Horror"
tt0074084,"Novecento",7.7,317,1976,"Drama,History"
tt0232500,"The Fast and the Furious",6.7,106,2001,"Action,Crime,Thriller"
tt0315733,"21 Grams",7.7,124,2003,"Crime,Drama,Thriller"
tt0416449,"300",7.7,117,2006,"Action,Fantasy"
tt0405422,"The 40 Year Old Virgin",7.1,116,2005,"Comedy,Romance"
tt0910936,"Pineapple Express",7,111,2008,"Action,Comedy,Crime"
tt1385826,"The Adjustment Bureau",7.1,106,2011,"Romance,Sci-Fi,Thriller"
tt0346491,"Alexander",5.6,175,2004,"Action,Adventure,Biography,Drama,History,Romance,War"
tt0284837,"Ali G Indahouse",6.2,85,2002,"Comedy"
tt0074119,"All the President's Men",8,138,1976,"Biography,Drama,History,Thriller"
tt0109035,"Above the Rim",6.6,96,1994,"Crime,Drama,Sport,Thriller"
tt0124718,"He Got Game",6.9,136,1998,"Drama,Sport"
tt0393162,"Coach Carter",7.3,136,2005,"Biography,Drama,Sport"
tt0210945,"Remember the Titans",7.8,113,2000,"Biography,Drama,Sport"
tt0385726,"Glory Road",7.2,118,2006,"Biography,Drama,Sport"
tt0765429,"American Gangster",7.8,157,2007,"Biography,Crime,Drama,Thriller"
tt0163651,"American Pie",7,95,1999,"Comedy"
tt0252866,"American Pie 2",6.4,108,2001,"Comedy"
tt0122933,"Analyze This",6.7,103,1999,"Comedy,Crime"
tt0328828,"American Wedding",6.3,96,2003,"Comedy"
tt0302886,"Old School",7.1,88,2003,"Comedy"
tt0289848,"Analyze That",5.9,96,2002,"Comedy,Crime"
tt0420223,"Stranger Than Fiction",7.6,113,2006,"Comedy,Drama,Fantasy,Romance"
tt0445934,"Blades of Glory",6.3,93,2007,"Comedy,Sport"
tt0839980,"Semi-Pro",5.8,91,2008,"Comedy,Sport"
tt0357413,"Anchorman: The Legend of Ron Burgundy",7.2,94,2004,"Comedy"
tt1386588,"The Other Guys",6.7,107,2010,"Action,Comedy,Crime"
tt1531663,"Everything Must Go",6.4,97,2010,"Comedy,Drama"
tt0092563,"Angel Heart",7.3,113,1987,"Horror,Mystery,Thriller"
tt0382625,"The Da Vinci Code",6.6,149,2006,"Mystery,Thriller"
tt0078718,"...and justice for all.",7.4,119,1979,"Crime,Drama,Thriller"
tt0808151,"Angels & Demons",6.7,138,2009,"Mystery,Thriller"
tt0264464,"Catch Me If You Can",8.1,141,2002,"Biography,Crime,Drama"
tt0362227,"The Terminal",7.3,128,2004,"Comedy,Drama,Romance"
tt0472062,"Charlie Wilson's War",7.1,102,2007,"Biography,Comedy,Drama,History"
tt0162222,"Cast Away",7.8,143,2000,"Adventure,Drama,Romance"
tt0257044,"Road to Perdition",7.7,117,2002,"Crime,Drama,Thriller"
tt0128853,"You've Got Mail",6.6,119,1998,"Comedy,Drama,Romance"
tt0335245,"The Ladykillers",6.2,104,2004,"Comedy,Crime,Thriller"
tt1226229,"Get Him to the Greek",6.4,109,2010,"Adventure,Comedy,Music"
tt0898367,"The Road",7.3,111,2009,"Adventure,Drama"
tt1334512,"Arthur",5.7,110,2011,"Comedy,Romance"
tt0119822,"As Good as It Gets",7.7,139,1997,"Comedy,Drama,Romance"
tt0825232,"The Bucket List",7.4,97,2007,"Adventure,Comedy,Drama"
tt0237572,"The Pledge",6.8,124,2001,"Crime,Drama,Mystery,Thriller"
tt0116996,"Mars Attacks!",6.3,106,1996,"Comedy,Sci-Fi"
tt0111742,"Wolf",6.2,125,1994,"Drama,Horror,Romance,Thriller"
tt0104427,"Hoffa",6.6,140,1992,"Biography,Crime,Drama"
tt0104257,"A Few Good Men",7.7,138,1992,"Drama,Thriller"
tt0093277,"Ironweed",6.8,143,1987,"Drama"
tt0092699,"Broadcast News",7.2,133,1987,"Comedy,Drama,Romance"
tt0082979,"Reds",7.5,195,1981,"Biography,Drama,History,Romance"
tt0082934,"The Postman Always Rings Twice",6.6,122,1981,"Crime,Drama,Thriller,Romance"
tt0118655,"Austin Powers: International Man of Mystery",7,94,1997,"Adventure,Comedy"
tt0145660,"Austin Powers: The Spy Who Shagged Me",6.6,95,1999,"Action,Adventure,Comedy,Crime"
tt0295178,"Austin Powers in Goldmember",6.2,94,2002,"Action,Adventure,Comedy,Crime"
tt0112442,"Bad Boys",6.8,119,1995,"Action,Comedy,Crime,Drama,Thriller"
tt0172156,"Bad Boys II",6.6,147,2003,"Action,Comedy,Crime,Drama,Thriller"
tt0280486,"Bad Company",5.6,116,2002,"Action,Adventure,Comedy,Thriller"
tt0112461,"The Basketball Diaries",7.3,102,1995,"Biography,Crime,Drama,Sport"
tt0163978,"The Beach",6.6,119,2000,"Adventure,Drama,Romance,Thriller"
tt0120601,"Being John Malkovich",7.8,112,1999,"Comedy,Drama,Fantasy"
tt0442933,"Beowulf",6.2,115,2007,"Animation,Action,Adventure,Fantasy"
tt0212720,"Artificial Intelligence: AI",7.1,146,2001,"Adventure,Drama,Sci-Fi"
tt0425112,"Hot Fuzz",7.9,121,2007,"Action,Comedy"
tt0120611,"Blade",7.1,120,1998,"Action,Horror"
